artist_id,artist_name,artist_data
c59eca41-9fb0-45e8-a0a8-cbc238cb58f8,Yani Mo,"{""x"": ""yani_mo"", ""spotify"": ""4tUlEJvr7Kib3TjGmIivVU"", ""instagram"": ""yanimo_"", ""youtubechannel"": ""UCyo_Z2hLD1NgMS_O8DQBf6Q""}"
c2962e1c-ea21-4565-aa36-06908b3d5efd,SLIGHT,"{""spotify"": ""0TlnMWv7ZGzqskCKGgKmGI"", ""youtubechannel"": ""UCjm0eZHboFr6EFMQiPMBvTg""}"
4efb14b2-ef49-429f-95f4-2f1e593e1b67,KIRINJI,"{""x"": ""kirinjiofficial"", ""spotify"": ""0O1UtbTe4ca7HabaiMhYZ7"", ""instagram"": ""kirinji_official"", ""wikipedia"": ""Kirinji_(band)"", ""soundcloud"": ""kirinji-official""}"
c7275538-a2cc-4782-904b-15e178789dbc,Barry Hudson-Taylor,"{""x"": ""bhudson_taylor"", ""spotify"": ""3MuhX7tuEdOUvsOGg7ui02"", ""instagram"": ""bhudsontaylormusic"", ""youtubechannel"": ""UCjoP7RjRUdwVPDQVUB7e-TQ""}"
ac471f35-11ce-4d46-ae20-7bc25c6b3b76,Krimer,"{""x"": ""officialkrimer"", ""spotify"": ""19h89UGIU0cyc07cYjJ8V1"", ""instagram"": ""krimer_"", ""soundcloud"": ""officialkrimer""}"
